record number,reference number,literature type,reference,one sentence summary,score,country,region1,region2,site,habitat,habitat1,habitat2,habitat3,habitat4,lon (decimal degrees),lat (decimal degrees),start year,end year,number of sites / study plots,site description,site detail,number of subsites,subsite detail,type of study,species,assemblage,agri-environment,basic agri-environment,targeted agri-environment (wader-specific or higher level),site protection - nature reserve,site protection - designation,mowing,grazing,fertilizer,herbicides / pesticides,nest protection - agricultural activities,nest protection - predation (enclosures or exclosures),ground water management (drainage inhibited),wet features / surface water management,openness of landscape,predator control,other mgmt,other management type (provide description),management notes,overall metric,standardized metric,standardisation calculation,specific metric,specific metric details,reference metric before management,metric after management,log(effect size),effect size (where reported),stand. reference metric before management,stand. metric after management,stand. effect size,unit of analysis,unit of analysis detail,sample size,analysis type 1,analysis type 2,analysis type details,significant effect (Y/N /U),direction of effect (positive / negative / none),values obtained from plot?,values in plots not extracted,related records,comments
12,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,lapwing,Y,applied site scale,,,,,,,,,applied site scale,,,,,,,,,abundance,number of individuals /100ha,calculated by *10,breeding density (birds/10ha),,13.99,15.82,0.119227561,0.13,139.87,158.22,0.13,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,positive,Y,,,
13,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,oystercatcher,Y,applied site scale,,,,,,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,Y,positive,,,,oystercatchers more abundant in drier areas; description of result in discussion doesn't seem to match table which describes a negative relationship of numbers observed against increasing depth below surface (assuming that smaller numbers means groundwater close to surface which should equate to wetter conditions)
14,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,black-tailed godwit,Y,applied site scale,,,,,,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
15,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,redshank,Y,applied site scale,,,,,,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
16,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,lapwing,Y,applied site scale,,,,,,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
17,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,oystercatcher,Y,,,,,,restricted site scale,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
18,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,black-tailed godwit,Y,,,,,,restricted site scale,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
19,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,redshank,Y,,,,,,restricted site scale,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
20,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,lapwing,Y,,,,,,restricted site scale,,,,,,applied site scale,,,,,,groundwater may be lowered by farmers,abundance,,,breeding density (birds/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,no data,,,,no info on direction of trend
21,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,oystercatcher,Y,applied site scale,,,,,restricted site scale,,,,applied site scale,,,,,,,,,abundance,,,breeding density (territories/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,positive,,,,
22,57,primary,"Verhulst, J. et al. 2007. Direct and indirect effects of the most widely implemented Dutch agri-environment schemes on breeding waders. - Journal of Applied Ecology 44: 70–80.","More redshank were observed on plots with both postponed mowing and per-clutch payments, and on plots with only per-clutch payments (i.e. nest protection). More lapwing were found on conventionally managed plots than plots with postponed mowing. No significant effects for any other species. No effect of any AES management option on territory density. Including soil moisture and groundwater depth in models removed any effects of AES on numbers observed for all species.",medium,Netherlands,,,"Eempolders, Alblasserwaard/Vijfheerenlanden, west of Utrecht",pastoral,"natural/semi-natural grassland, farmland",lowland wet grassland,,,,,2004,2004,38,paired plots,small (0-10 kmsq),,,experimental,black-tailed godwit,Y,applied site scale,,,,,restricted site scale,,,,applied site scale,,,,,,,,,abundance,,,breeding density (territories/10ha),,,,,,,,,field/plot/site,,medium (30-100),frequentist,multivariate,GLM,N,positive,,,,
