reference	record	lit.type	score	country	region1	habitat	habitat1	habitat2	start.year	end.year	study.type	species	assemblage	AE	basic.AE	higher.AE	reserve	designation	mowing	grazing	fertilizer	pesticide	nest.protect.ag	nest.protect.predation	groundwater.drainage	surface.water	predator.control	other.mgmt	mgmt.notes	overall.metric	specific.metric	metric.before	metric.after	stan.metric	stan.calc	stan.metric.before	stan.metric.after	stan.effect.size	n.before	n.after	var.before	var.after	var.type	sig	effect.dir	analysis.unit	sample.size	analysis1	analysis2	analysis3	values.from.plot	fertpest	water	nest.protect	reserve.desig	AE.level	study.length	metric	success	failure	outcome
57	19	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	none	none	none	none	none	reduced	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	none	1	abundance	0	0	0
57	20	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	none	none	none	none	none	reduced	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (birds/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	none	1	abundance	0	0	0
57	21	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	22	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	23	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	24	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	reduced	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	25	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	basic	1	abundance	0	0	0
57	26	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	basic	1	abundance	0	0	0
57	27	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	basic	1	abundance	0	0	0
57	28	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	reduced	none	none	none	none	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	none	none	basic	1	abundance	0	0	0
57	29	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	oystercatcher	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	30	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	31	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	redshank	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	32	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	lapwing	Y	applied	none	none	none	none	none	none	none	none	applied	none	none	none	none	none		abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	positive	field/plot/site	medium	frequentist	multivariate	GLM		none	none	applied	none	basic	1	abundance	0	0	0
57	33	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	applied	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	basic	1	abundance	0	0	0
57	34	primary	medium	Netherlands		pastoral	natural/semi-natural grassland, farmland	lowland wet grassland	2004	2004	experimental	black-tailed godwit	Y	none	none	none	none	none	none	none	none	none	none	none	applied	none	none	none	groundwater may be lowered by farmers	abundance	breeding density (territories/10ha)	NA	NA			NA	NA							N	no data	field/plot/site	medium	frequentist	multivariate	GLM		none	reduced	none	none	none	1	abundance	0	0	0
58	1	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	black-tailed godwit	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha nest site selection phase)	93.69863	78.08219	number of individuals /100ha		93.7	78.08	-0.17						N	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	0	0
58	2	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	black-tailed godwit	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha nest site selection phase)	93.69863	21.09589	number of individuals /100ha		93.7	21.1	-0.77						Y	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	1	-1
58	3	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	black-tailed godwit	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha incubation phase)	50.27397	30.27397	number of individuals /100ha		50.27	30.27	-0.40						N	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	0	0
58	4	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	black-tailed godwit	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha incubation phase)	50.27397	20.27397	number of individuals /100ha		50.27	20.27	-0.60						N	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	0	0
58	5	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha nest site selection phase)	95.4291	213.71738	number of individuals /100ha		95.43	213.72	1.24						Y	positive	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	1	0	1
58	6	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha nest site selection phase)	95.4291	20.83379	number of individuals /100ha		95.43	20.83	-0.78						Y	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	1	-1
58	7	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha incubation phase)	47.21034	112.12831	number of individuals /100ha		47.21	112.13	1.38						Y	positive	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	1	0	1
58	8	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha incubation phase)	47.21034	32.22831	number of individuals /100ha		47.21	32.23	-0.32						Y	negative	field/plot/site	large	frequentist	multivariate	GLM	Y	none	none	none	none	none	1	abundance	0	1	-1
58	9	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha nest site selection phase)	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	10	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha nest site selection phase)	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	11	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha incubation phase)	NA	NA			NA	NA							Y	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	12	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha incubation phase)	NA	NA			NA	NA							Y	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	13	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	oystercatcher	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha nest site selection phase)	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	14	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	oystercatcher	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha nest site selection phase)	NA	NA			NA	NA							N	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	15	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	oystercatcher	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	low-intensity grazing (6 cows/ha for 30 days)	abundance	breeding density (birds/100 ha incubation phase)	NA	NA			NA	NA							Y	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
58	16	primary	medium	Netherlands		pastoral	farmland	lowland wet grassland	2005	2005	correlative	oystercatcher	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	high-intensity grazing (20 cows/ha 2 days)	abundance	breeding density (birds/100 ha incubation phase)	NA	NA			NA	NA							Y	no data	field/plot/site	large	frequentist	multivariate	GLM		none	none	none	none	none	1	abundance	0	0	0
59	1	primary	poor	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, saltmarsh, arable	1990	1991	correlative	redshank	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	over-winter grazing by geese	abundance	breeding density (pairs/ha)	NA	NA			NA	NA							Y	negative	field/plot/site	medium	frequentist		correlation, DCCA		none	none	none	none	none	2	abundance	0	1	-1
59	2	primary	poor	United Kingdom	England	mixed pastoral/unenclosed	natural/semi-natural grassland	wet coastal meadow, saltmarsh, arable	1990	1991	correlative	lapwing	Y	none	none	none	none	none	none	applied	none	none	none	none	none	none	none	none	over-winter grazing by geese	abundance	breeding density (pairs/ha)	NA	NA			NA	NA							Y	negative	field/plot/site	medium	frequentist		correlation, DCCA		none	none	none	none	none	2	abundance	0	1	-1
